,Apple,IBM,Microsoft,Google,Amazon,Tesla,Nvidia,Walmart,Johnson & Johnson,Verizon,AT&T,Pfizer
2024-11-12,223.984025888548,209.456731489599,421.340887887838,181.19463028138,208.91,328.49,148.266967690194,84.5721457179717,150.222976858326,39.688834037025,174.99,25.765350678733
2024-11-13,224.873049583151,209.516332190962,423.502223317279,178.461047597914,214.1,330.24,146.247281435327,85.0796382972889,150.813475981197,40.4158077297824,172.35,26.2867571644042
2024-11-14,227.969648968846,207.599176297123,425.185475333757,175.168776482792,211.48,311.18,146.737205328834,84.0547023037659,149.465169650642,40.1505605716142,173.48,25.5981070889894
2024-11-15,224.753181219833,203.625796206264,413.342950791794,172.086013529541,202.61,320.72,141.957947755437,83.8357839362174,151.561441536833,40.9168301396557,172.84,24.3978883861237
2024-11-18,227.769868363317,206.70516577668,414.099916195654,174.889432266963,201.7,338.74,140.128231989889,83.6666197431117,152.319248744517,41.5062682689185,174.78,24.4569155354449
2024-11-19,228.029583150505,208.850791025743,416.121810629647,177.702827583523,204.61,346.0,146.987166498991,86.1742301350317,150.577276332048,41.191901266645,175.39,24.69302413273
2024-11-20,228.748793330408,213.171841874552,413.830994275862,175.567839648261,202.88,342.03,145.867340456689,86.7513785585689,150.685534504575,41.4767963624553,172.91,24.5356184012066
2024-11-21,228.269319877139,220.919933051726,412.04814154835,167.237396069088,198.38,339.64,146.647219307578,87.9554295800861,153.03768934401,41.7518674894446,173.38,24.7225377073907
2024-11-22,229.617838964458,221.486139714673,416.169920376055,164.374117856845,197.12,352.56,141.927952415018,89.9953507322433,152.712914826431,42.3904254628126,174.4,25.2341063348416
2024-11-25,232.614548047389,224.625109986451,417.956357204528,167.257349227361,201.45,338.59,135.998873458899,89.0599722527176,153.31325560135,43.2058148749594,175.83,25.7456749622926
2024-11-26,234.802145677929,227.30714154778,427.138043697237,168.723906360461,207.86,338.23,136.898733671464,90.8610733675491,153.293572297254,43.5889496589802,172.52,25.3521606334842
2024-11-27,234.672288284335,225.409852554395,422.14799669033,168.833648730965,205.74,332.89,135.318979076073,91.4282709561977,154.166587723229,43.5987736278012,169.72,25.4111877828054
2024-11-29,237.06965555068,225.896591615526,422.617061108979,168.554304515137,207.89,345.16,138.228527096698,92.0452227192891,153.779683159444,43.5594777525171,170.63,25.7850263951735
2024-12-02,239.327176393155,225.876724715071,430.122091807368,171.088355615867,210.71,357.09,138.608468075336,92.1845344077291,153.571349932791,43.0781032802858,175.81,25.4013499245852
2024-12-03,242.383819657745,227.476010201642,430.341653875672,170.938706928816,213.44,351.42,140.238214904758,93.0502570430349,151.15071625168,43.0584553426437,176.0,25.1455656108597
2024-12-04,242.743424747696,231.93612935363,436.549272352264,173.961610407247,218.16,357.93,145.117456946218,93.9856355225606,149.275717211803,41.7715154270867,174.78,24.8209162895928
2024-12-05,242.773391838526,233.187744082251,441.738921239448,172.235662216592,220.55,369.49,145.047467818575,94.8314564880892,148.333257376944,41.8009873335498,174.4,25.2832956259427
2024-12-06,242.573611232997,236.455849206982,442.68703017076,174.300814097896,227.03,389.22,142.427694168467,95.2294898836321,148.124924150291,41.624155894771,175.95,25.3128092006033
2024-12-09,246.479322071084,228.469355224356,445.132153204144,175.158799903655,226.09,389.79,138.798007775378,93.3686837594691,148.412622415669,41.61433192595,177.01,25.6768099547511
2024-12-10,247.49820315928,230.177908663426,442.447507914428,184.946997651593,225.04,400.99,135.058330885529,94.0851438714463,148.045559111566,41.5553881130237,175.71,25.1554034690799
2024-12-11,246.219607283896,228.588556627082,448.096241126247,195.164677545613,230.26,424.77,139.297964578834,94.4931281018778,145.476115982846,41.2508450795713,178.15,24.8209162895928
2024-12-12,247.687994734533,230.714314975691,448.665106485035,191.728820376949,228.97,418.1,137.328134773218,93.627405466572,145.079290789221,41.3392607989607,176.9,24.9586463046757
2024-12-13,247.857808249232,229.283898142982,446.379664955871,189.59139760342,227.46,436.23,134.238401727862,93.993098648727,145.456274723165,41.5357401753816,175.86,25.1652413273002
2024-12-16,250.764616059675,227.803814059138,450.691065569839,196.423160113205,232.93,463.02,131.988596112311,94.6114086875834,142.708260257313,40.1603845404352,174.25,24.8405920060332
2024-12-17,253.201939447126,227.44620985096,453.555352551804,195.184653459385,231.15,479.86,130.378735205184,95.1599095285043,145.247941496512,40.0621448522247,173.28,26.0014592760181
2024-12-18,247.777896007021,218.704773651072,436.519332070223,188.173107725658,220.52,440.13,128.898863066955,93.2950066693731,143.601116942969,39.5316505358883,173.62,25.4702149321267
2024-12-19,249.515987275121,222.429817486252,436.160048685725,188.2829752514,223.29,436.17,130.668710151188,93.1454155309401,142.440403251616,39.26640337772,174.21,25.3521606334842
2024-12-20,254.210831505046,221.873544273532,435.730904643131,191.179482748239,224.92,421.06,134.688362850972,91.988577393725,143.323339307431,39.2271075024359,178.17,25.9325942684766
2024-12-23,254.989975866608,220.45306089105,434.383591951266,194.395604865418,225.06,430.6,139.657933477322,90.1037290494694,144.116989694681,39.2369314712569,180.45,26.276919306184
2024-12-24,257.916761737604,222.916556547382,438.455470308903,195.873822484495,229.05,462.28,140.207885961123,92.4273780664618,144.692386225437,39.0993959077623,181.43,26.3064328808446
2024-12-26,258.735862220272,223.393362158285,437.237898839217,195.364436683326,227.05,454.13,139.917911015119,92.537078234646,144.42452921974,39.256579408899,197.36,26.1293514328808
